/local_home/bodenstse/cholec80_1fps/frames/1/02/00001064.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0024456385941074928
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001742.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.002097723546554399
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001447.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0017022115021013786
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001043.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0024104297249381347
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001377.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0022316571438054807
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000477.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003204525432392788
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000116.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0008176108595063297
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001652.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003894842601884384
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002587.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0020500252643499803
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000723.png,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0016800183452751005
