675,1,0,0,0,0,0,0
2800,1,0,1,0,0,0,0
2825,1,0,0,0,0,0,0
3200,1,0,0,0,0,0,0
3225,1,0,1,0,0,0,0
3650,1,0,0,0,0,0,0
3675,0,0,1,0,1,0,0
3700,0,0,0,0,0,0,0
4200,0,0,0,0,0,0,0
4625,1,0,0,0,0,0,0
7550,1,0,0,1,1,0,0
7650,1,0,0,0,0,0,0
7700,1,0,0,0,0,0,0
7800,1,0,0,0,0,0,0
7950,1,0,0,0,0,0,0
8100,1,0,1,0,0,0,0
8550,1,0,1,0,0,0,0
9225,1,0,0,0,0,0,0
9575,1,0,0,0,0,0,0
9750,1,0,0,0,0,0,0
9900,1,0,0,0,0,0,0
10100,1,0,0,0,0,0,0
10250,1,0,0,0,0,0,0
10275,1,0,0,0,0,0,0
10350,1,0,0,0,0,0,0
10550,1,0,0,0,0,1,0
10575,1,0,0,0,0,0,0
10650,0,0,0,0,0,0,0
10700,1,0,0,0,0,0,0
10750,1,0,1,0,0,0,0
10850,1,0,0,0,0,0,0
10875,0,0,1,0,1,0,0
11225,1,0,0,0,0,0,0
11350,1,0,1,0,0,0,0
11675,1,0,1,0,0,0,1
12575,1,0,1,0,0,0,0
12800,1,0,0,0,0,0,0
13075,1,0,0,0,0,0,0
13300,1,0,0,0,0,0,0
13375,1,0,0,0,0,0,0
13900,1,0,0,0,0,0,0
14025,1,0,0,0,0,0,0
14500,1,0,1,0,0,0,0
14525,1,1,1,0,1,0,0
15200,0,0,0,0,0,0,0
15225,1,1,1,0,0,0,0
15500,1,0,0,0,0,0,0
15800,1,0,1,0,0,0,0
16000,1,0,1,0,0,0,0
16850,0,0,0,0,0,0,0
16975,1,0,1,0,0,0,0
17025,1,0,0,0,0,0,0
17375,1,1,0,0,0,0,0
17550,1,0,0,0,0,0,0
17875,0,0,0,0,0,0,0
17950,1,1,0,0,0,0,0
18050,1,0,0,1,0,0,0
18400,1,0,0,0,0,1,0
19450,1,0,0,0,0,0,0
20025,1,0,0,0,0,0,0
21275,1,0,1,1,0,1,0
21375,1,0,0,0,0,0,0
21425,1,0,0,0,0,0,0
21500,1,0,1,0,0,0,0
21600,1,0,0,0,0,0,0
21675,1,0,1,0,0,0,0
21725,1,0,0,0,0,0,0
21750,1,1,0,0,0,0,0
21775,0,1,1,0,0,0,0
21850,1,0,0,0,0,0,0
21925,1,0,1,0,0,0,0
21950,1,0,0,0,0,0,0
22000,1,0,0,0,0,0,0
22075,0,0,0,0,0,0,0
22150,1,0,1,1,0,0,0
22300,1,0,1,0,0,0,0
22425,1,0,0,0,0,0,0
23200,1,0,0,0,0,0,0
23775,1,0,0,0,0,0,0
23975,1,0,0,0,0,0,0
24825,1,0,0,0,0,0,0
25350,1,0,0,0,0,0,0
25550,1,0,1,0,0,1,0
25875,1,1,1,0,0,0,0
26200,1,0,0,0,0,0,0
27250,1,0,0,0,0,1,0
27525,1,0,0,0,0,0,0
27750,1,0,0,0,0,0,0
27825,1,0,0,0,1,0,0
27875,1,0,0,0,0,0,0
28000,1,0,0,0,0,0,0
28050,1,0,0,0,0,0,0
28350,1,0,0,0,0,0,0
28425,1,0,0,0,0,0,0
28475,1,0,0,1,0,0,0
28675,1,0,0,0,0,0,0
28700,1,0,0,0,0,0,0
28800,1,0,1,0,1,0,0
28825,1,0,0,0,0,0,0
29400,1,0,0,0,0,0,0
29625,1,0,0,0,0,0,0
29675,1,0,1,0,0,0,0
29825,1,0,0,0,0,0,0
30150,1,0,0,0,0,0,0
30200,1,1,0,0,0,0,0
30250,1,1,0,0,0,0,0
30350,1,0,0,0,0,0,0
30375,0,0,0,0,0,0,0
30400,1,0,0,0,0,0,0
30825,1,0,0,0,0,0,0
30875,1,0,0,0,0,0,0
31100,1,0,1,1,0,1,0
31250,1,0,0,0,0,0,0
31375,1,0,0,0,0,0,0
31525,1,0,1,1,1,0,0
32400,1,0,0,0,0,0,0
32525,1,0,0,0,0,0,0
32650,1,0,0,0,0,0,0
33050,1,0,0,0,0,0,0
33125,1,0,1,0,0,0,0
33275,1,0,0,0,0,0,0
33325,1,0,0,0,0,0,0
33575,1,0,1,0,0,0,0
34650,1,0,0,0,0,0,0
35475,1,0,1,0,0,0,0
35500,1,0,0,0,0,0,0
35525,1,0,0,0,0,0,0
35550,0,0,0,0,0,0,0
35625,1,0,0,0,0,0,0
36750,1,0,0,0,0,0,0
37600,1,0,0,0,0,0,0
37650,1,0,0,0,0,0,0
37700,0,0,0,0,0,0,0
38500,1,0,1,0,0,0,0
51625,1,0,1,0,0,0,0
53325,1,0,0,0,0,1,0
56525,1,0,0,0,0,0,0
