/local_home/bodenstse/cholec80_1fps/frames/1/02/00001064.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002710809227753324
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001742.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036943461565143603
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001447.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025260075543134925
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001043.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028540419917084123
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001377.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001898949046650179
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000477.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038390761502074626
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000116.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010112551964452
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001652.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004185512282305131
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002587.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003560374791094541
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000723.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002463925227629549
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002445.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030809701823121646
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000534.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018255856376972765
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001540.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037352320030970853
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000155.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025435477544148663
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000406.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017050112730824759
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000261.png,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002343920010226549
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002455.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023468707722783633
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000366.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025758126525600093
/local_home/bodenstse/cholec80_1fps/frames/1/02/00000066.png,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0032892222528220034
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001760.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031708459095063477
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002076.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030063022819513075
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002356.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002692560470890486
/local_home/bodenstse/cholec80_1fps/frames/1/02/00001953.png,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0015968388489416483
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002446.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002261020904906231
/local_home/bodenstse/cholec80_1fps/frames/1/02/00002041.png,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031534702684765117
